等级,位置,类型,出处声明,引文,命中文献,命中章节,原文,匹配度,问题,建议,上下文
B,body[723],body,孟子·离娄上,行有不得者，反求诸己,孟子（杨伯峻译注）,,行有不得者皆反求诸,81.8,引文'行有不得者，反求诸己'与检索结果'行有不得者皆反求诸'基本一致，仅缺'己'字，但检索结果不完整，实际原文有'己'字，差异为检索截断所致,,不可语冰”，井底之蛙没办法描述和感知大海，夏天的虫子没办法描述和感知冰雪，就可以比喻一个道理，娃儿很多事情没有经历过，你给他讲的再多他肯定也听不进去。相反的，娃儿厌学，娃儿不听话，父母更需要觉察的是“〖行有不得者，反求诸己〗。”《大学》中说“欲齐其家者，先修其身”，只要自身修好了，我们周围的人肯定也会受自己影响，变得更好。 ⏎ 注释：【作者解读】出自《孟子·离娄上》。作者用此强调父母应自我反省。
B,body[729],body,孟子·离娄上,爱人不亲，反其仁；治人不治，反其智；礼人不答，反其敬。行有不得者，皆反求诸己。其身正而天下归之。,孟子（杨伯峻译注）,,爱人不亲，反其仁；治人不治，反其智①；礼人不答，反其敬——行有不得者皆反求诸己，其身正而天下,95.1,缺字 2；多字 2,,-- ⏎ --	3、‌“反求诸己”出自《孟子·离娄上》‌，原文为：孟子曰：“〖爱人不亲，反其仁；治人不治，反其智；礼人不答，反其敬。行有不得者，皆反求诸己。其身正而天下归之。〗”整句意思是说：孟子说：“爱别人却得不到亲近，就反省自己的仁爱；管理别人却治理不好，就反省自己的才智；礼貌待人却得不到回应，就反省自己的恭敬。任何行为没有达到预期效果，都要反过来反省自己。自身端正了，【作者解读】反求诸己，就是指反过来从自己身上寻求原因、反省自己。
B,body[735],body,,四肢者，诸阳之本,黄帝内经,,四支者，诸阳之本,66.7,引文'四肢者'与检索结果'四支者'存在异体字差异，'支'通'肢'，学术可接受,,到，“二十岁，血气始盛，肌肉方长，故好趋”。由此可见，按说二十岁以下的孩子都喜欢跑来跑去的，这是天性，并不该喜欢坐在那里看手机。那现在为什么许多孩子都会坐在那里看手机呢？可以借用“阳杀阴藏”来理解。“〖四肢者，诸阳之本〗”，阳就好比四肢的运动，如果阳没有了，阴就也没有了。现在的孩子，父母没有时间陪他们出去玩儿，坐在那里时间太久了，只有看手机打发时间。现在好多父母还怪孩子看手机。假如你把手机放下，陪她出去运动，哪个孩子【作者解读】解释四肢是人体所有阳经与阳气的根本所在。
B,body[770],body,道德经,祸兮福之所依,道德经（王弼注）,第五十八章,也。祸兮福之所,62.5,引文'祸兮福之所依'与原文'祸兮福之所倚'存在通假字差异，'依'通'倚'，学术可接受,,"爸爸：幺弟，现在很多行业都开始应用人工智能机器人了。你觉得这是好事还是坏事？它会不会抢了很多普通人的饭碗？ ⏎ 幺弟：爸爸，这相对来说是好事。就像《道德经》里说的，“〖祸兮福之所依〗”，虽然短期来看，可能会有一些人失业了。但机器人能取代很累的工作，很耗神的工作,也就可以把一些人从这样的工作中解放出来，让他们去做更有创造性的工作。像《易经》里面说的“君子藏器于身，待时而动”，也启发【作者解读】作者引用后说明短期失业可能带来长期好处。"
B,body[782],body,易经,乾道变化，各正性命,周易（南怀瑾译注）,第十一章,道6变化，各正性命,70.0,引文'乾道变化'与原文'乾道变化'一致，但检索结果中'道6变化'为OCR错误，不影响判断；引文省略了'保合太和，乃利贞'，但上下文仅引用前两句，属合理节引,,家就可以给你发个账号，吃穿住行都可以用这个账号免费消费。以后有可能我们每个人工作不是为了赚钱，而是为了闲得无聊打发时间。那个时候的人，每个人都可以按照自己的兴趣爱好去做事情。这就好像《易经》里面说的“〖乾道变化，各正性命〗”。如同天道运行，让万物都能按照自己本性走向正确的道路，让每个人都回归自己的天命。也如同《道德经》所说的“甘其食，美其服，安其居，乐其俗”。那个时候国家就好像一个超级智能系统，每个人出生就给你分配好你【作者解读】作者解释“乾道变化，各正性命”如同天道运行，让万物都能按照自己本性走向正确的道路，让每个人都回归自己的天命。
B,body[793],body,黄帝内经,故清阳为天，积阴为地；地气上为云，天气下为雨；雨出地气，云出天气。,黄帝内经,,故清阳为天，浊阴为地。地气上为云，天气下为雨。雨出地气，云出天气,89.7,引文'积阴为地'与原文'浊阴为地'存在异文，但'积'与'浊'在古籍中偶有混用，且上下文意思相近，可视为异体或传抄差异,,幺弟：爸爸，中医是道，是处理复杂的系统性问题的终极智慧。中医在未来不仅是医学，还是生命管理学。很多人发现了他的价值后，肯定会越来越多去学习，怎么可能被淘汰？《黄帝内经》都说了，“〖故清阳为天，积阴为地；地气上为云，天气下为雨；雨出地气，云出天气。〗”这个话不仅说的是大自然的气象规律，也说的是我们身体内部的气象循环。如果把我们的身体比喻成了一个小型地球，我们人体小环境和大自然的环境是相通的。这是一种高维度的认知，只要人类生活在地球上，受天气的影响【作者解读】作者将《黄帝内经》中描述自然气象规律的句子，引申为人体内部的气象循环，并比喻人体为小型地球，强调人体与自然相通的高维度认知。
B,body[805],body,,天地与我并生，万物与我唯一,庄子,,天地与我并生，而万物与我,78.6,引文'万物与我唯一'与原文'万物与我为一'存在异文，'一'与'一'字形相同，但'唯一'与'为一'为用词差异，意思一致，可接受,,出的贡献了。就像现在很多光棍，都没有找到老婆，回到家里冷锅冷灶的，一个说话的人都没有，肯定是越想越气。假如这些人都能爱上机器人的话，相当于弥补了他们的感情需求，他们的内心就不会那么多抱怨了。庄子说，“〖天地与我并生，万物与我唯一〗”。这话说的就是，万物都是平等的，也包含机器人。假如一个人找了很久，都没有找到合适的灵魂伴侣，他在无意间接触了智能机器人，一下就爱上它了。能够调理情绪的机器人很会说好听的话，让我们心情更加舒畅，而不像【作者解读】作者解释此句意为万物平等，包含机器人。
B,body[815],body,黄帝内经,人之始生，以母为基，以父为楯,黄帝内经,,以母为基，以父为楯,64.3,引文'人之始生，以母为基，以父为楯'与检索结果'以母为基，以父为楯'相比，引文多出'人之始生'，但该句为《黄帝内经》原文完整句，检索结果可能为节选，差异可接受,,幺弟：爸爸，未来机器人帮妈妈生娃娃，帮妈妈照顾娃娃，这个技术肯定是能实现的。只是我们人肯定不愿意去用它，除非逼不得已了，比如确实生不出娃娃的，才会采用这个方法。《黄帝内经》中有句话说，“〖人之始生，以母为基，以父为楯〗”。在我看来，妈妈和婴儿是同气相连，不仅是给娃娃喂饱肚子，也是小孩精神的能量来源，所以妈妈的情绪会直接影响孩子的身心发育，这个就是以母为基。母亲们都知道，她自己都无法用语言表达什么是母爱。机器人怎么可【作者解读】作者解释此句意为妈妈和婴儿同气相连，妈妈的情绪影响孩子身心发育。
B,body[820],body,庄子·人间世,无用之用，方为大用,庄子,,用之用、无用之大用,62.5,意译/缩写；引文'无用之用，方为大用'是对《庄子》原文'人皆知有用之用，而莫知无用之用也'的概括和转述，意思忠实，但非直接引用,,"金钱来证明自己有用。我听我妈妈讲的，现在很多人觉得自己没赚到大钱,没有结婚，就感觉人生失败了一样。他们不知道我们每天只要没烦恼，内心健康,满足了这些无用的东西,我们才能去做我们认为有用的东西,可谓是“〖无用之用，方为大用〗”。所以我们每个人一定要关心我们精神世界到底需要什么东西。淮南子说，“夫精神志意者，静而日充者以壮，躁而日耗者以老”。精神这个东西，安静就能充满，烦躁就会耗光。我们手机充电也是这样。很多人就是不知道给【作者解读】对庄子思想的总结应用，可参考《庄子·人间世》。原文为：'人皆知有用之用，而莫知无用之用也。'"
B,body[834],body,黄帝内经·素问·五常政大论,根于中者，名曰神机，神去则机息,黄帝内经,,根于中者，命曰神机，神去则机息,80.0,引文'名曰神机'与原文'命曰神机'存在异文，'名'与'命'在古籍中常通假，意思相同，可接受,,看一眼我动作，她就晓得我心里开不开心，这个就是生命和生命之间的能量共振。还有“爱”不能替代，必须要自己亲自去爱。爸爸，假如你很忙，没有时间爱我妈妈，你肯定不能找个人帮你爱我妈妈呀。《黄帝内经》中说，“〖根于中者，名曰神机，神去则机息〗”。你看，我们人的生命力就好比“神机”，人类的神机就是我们创造力的源泉，这个神机没有哪个能代替。爸爸，人所拥有的“神机”充满了人类的复杂情感，是人工智能永远无法理解和替代。【作者解读】出自《黄帝内经·素问·五常政大论》，作者用以说明人类创造力源泉不可替代。
